Experimento,Fecha,Dominio,Variable_Objetivo,Modelo,Metodo_Transformacion,Ventana,Variables_Predictoras,Muestras,Train,Validacion,Prueba,Neuronas,Dropout,Learning_Rate,Batch_Size,Epocas_Config,Epocas_Ejecutadas,Loss_Train,Loss_Validacion,Loss_Prueba,Accuracy_Train,Accuracy_Validacion,Accuracy_Prueba,Accuracy,Precision,Recall,F1_Score,Especificidad,Accuracy_Balanceada,Estado_General,Tiempo_Segundos
Exp01,2026-08-11 16:22:48.586287,Gestión Hídrica,irca,LSTM,RobustScaler,12,8,516,361,77,78,32,0.2,0.001,32,100,31,0.029759343713521957,0.49876824021339417,0.5281597971916199,0.9944598078727722,0.8831169009208679,0.8461538553237915,0.8461538461538461,0.0,0.0,0.0,1.0,0.5,Bueno,17.90417981147766
